# New Recording 3.m4a

[00:00:00.000–00:00:05.000] 可能這首後期會印章大一點
[00:26:26.730–00:26:27.730] 你到時記得,
[00:26:27.730–00:26:28.730] 這個你都寫,
[00:26:28.730–00:26:30.730] 這個你都寫,
[00:26:30.730–00:26:31.730] emphasize,
[00:26:31.730–00:26:32.730] 記得,
[00:26:32.730–00:26:33.730] 這個東西,
[00:26:33.730–00:26:34.730] 我們經驗,
[00:26:34.730–00:26:35.730] 就可以馬上補足,
[00:26:35.730–00:26:36.730] 有些什麼,
[00:26:36.730–00:26:37.730] 馬上,
[00:26:37.730–00:26:38.730] 有些人幫忙做,
[00:26:38.730–00:26:39.730] 我們事業老師,
[00:26:39.730–00:26:40.730] 他都,
[00:26:40.730–00:26:41.730] 起碼,
[00:26:41.730–00:26:42.730] 聽我們講多些,
[00:26:42.730–00:26:43.730] 還有,
[00:26:43.730–00:26:44.730] 我相信,
[00:26:44.730–00:26:45.730] 有兩個,
[00:26:45.730–00:26:46.730] 有三個,
[00:26:46.730–00:26:47.730] 衝上去,
[00:26:47.730–00:26:48.730] 全網通知他,
[00:26:48.730–00:26:49.730] 好過,
[00:26:49.730–00:26:50.730] 大家可以這樣,
[00:26:50.730–00:26:51.730] 我覺得可以,
[00:26:51.730–00:26:52.730] 先上隊,
[00:26:52.730–00:26:53.730] 接著我再,
[00:26:53.730–00:26:54.730] 稍後你出了,
[00:26:54.730–00:26:55.730] 我再,
[00:26:55.730–00:26:56.730] 再討論,
[00:26:56.730–00:26:57.730] 看看,
[00:26:57.730–00:26:58.730] 下年可不可以,
[00:26:58.730–00:26:59.730] 有這些安排,
[00:26:59.730–00:27:00.730] 幫一下這件事,
[00:27:00.730–00:27:01.730] 即是保留,
[00:27:01.730–00:27:02.730] 我自己,
[00:27:02.730–00:27:03.730] 有一點想保留,
[00:27:03.730–00:27:04.730] 我覺得,
[00:27:04.730–00:27:06.730] 這個真的是特色,
[00:27:06.730–00:27:07.730] 這個,
[00:27:07.730–00:27:08.730] form 2 的特色,
[00:27:08.730–00:27:09.730] 沒有了,
[00:27:09.730–00:27:10.730] 好像,
[00:27:10.730–00:27:11.730] 好像沒有他的東西,
[00:27:11.730–00:27:12.730] 我想保留,
[00:27:12.730–00:27:14.730] 你們有沒有特別的,
[00:27:14.730–00:27:15.730] 你都說,
[00:27:15.730–00:27:16.730] A班頂得住,
[00:27:16.730–00:27:17.730] A班是可以的,
[00:27:17.730–00:27:18.730] 只是遇到BCD,
[00:27:18.730–00:27:19.730] 搞不定,
[00:27:19.730–00:27:20.730] 是A班問題,
[00:27:20.730–00:27:21.730] 是的,
[00:27:21.730–00:27:22.730] 所以如果下年那班好些,
[00:27:22.730–00:27:23.730] 有可能值得再,
[00:27:23.730–00:27:24.730] 還有,
[00:27:24.730–00:27:25.730] 你叫第一年玩,
[00:27:25.730–00:27:26.730] 和運動會他們穿,
[00:27:26.730–00:27:27.730] 都是開心的,
[00:27:27.730–00:27:28.730] 是的,
[00:27:28.730–00:27:29.730] 還有,
[00:27:29.730–00:27:30.730] 你第一年,
[00:27:30.730–00:27:31.730] 下年,
[00:27:31.730–00:27:32.730] 因為上年不是你做的,
[00:27:32.730–00:27:33.730] 所以對你,
[00:27:33.730–00:27:34.730] 對你來說,
[00:27:34.730–00:27:35.730] 是一件新的,
[00:27:35.730–00:27:36.730] 所以是艱難,
[00:27:36.730–00:27:37.730] 是正常的,
[00:27:37.730–00:27:38.730] 可能第二年,
[00:27:38.730–00:27:39.730] 輕鬆些,
[00:27:39.730–00:27:40.730] 你第三年跟我說,
[00:27:40.730–00:27:41.730] 很想做,
[00:27:41.730–00:27:42.730] 第四年做兩件作品,
[00:27:42.730–00:27:43.730] 你等下,
[00:27:43.730–00:27:44.730] OK,
[00:27:44.730–00:27:45.730] 當我保留先,
[00:27:45.730–00:27:46.730] 真的很不行,
[00:27:46.730–00:27:47.730] 第三個會再說,
[00:27:47.730–00:27:48.730] 好,
[00:27:48.730–00:27:49.730] 方二說了,
[00:27:49.730–00:27:50.730] 方三?
[00:27:50.730–00:27:51.730] 正常,
[00:27:51.730–00:27:53.730] 沒什麼大問題,
[00:27:53.730–00:27:54.730] 四路?
[00:27:54.730–00:27:56.730] 四五路,
[00:27:56.730–00:27:58.730] 六冷散些,
[00:27:58.730–00:28:00.730] 四就一般,
[00:28:00.730–00:28:01.730] 中五就最好,
[00:28:01.730–00:28:02.730] 暫時,
[00:28:02.730–00:28:03.730] 是的,
[00:28:03.730–00:28:04.730] 嗯,
[00:28:04.730–00:28:05.730] 對,
[00:28:05.730–00:28:06.730] OK,
[00:28:06.730–00:28:07.730] 好,
[00:28:07.730–00:28:08.730] 那就這個表,
[00:28:08.730–00:28:09.730] 到時,
[00:28:09.730–00:28:10.730] 先填了一些資訊,
[00:28:10.730–00:28:11.730] 一天你可以,
[00:28:11.730–00:28:12.730] 少少一段,
[00:28:12.730–00:28:13.730] 就看我們今天,
[00:28:13.730–00:28:14.730] 大家現場說的東西,
[00:28:14.730–00:28:16.730] 再看看有沒有其他東西,
[00:28:16.730–00:28:17.730] 就補充下去,
[00:28:17.730–00:28:18.730] 好,
[00:28:18.730–00:28:19.730] 接著,
[00:28:19.730–00:28:20.730] 三點二,
[00:28:20.730–00:28:21.730] 上學期及中六事後成績,
[00:28:21.730–00:28:22.730] 提升策略,
[00:28:22.730–00:28:23.730] 大家,
[00:28:23.730–00:28:24.730] 是的,
[00:28:24.730–00:28:25.730] 其他科,
[00:28:25.730–00:28:26.730] 就很有其他東西要處理的,
[00:28:26.730–00:28:27.730] 但是,
[00:28:27.730–00:28:28.730] 我想我們藝術科,
[00:28:28.730–00:28:29.730] 相對這件事,
[00:28:29.730–00:28:31.730] 就沒有那麼困難,
[00:28:31.730–00:28:32.730] 除了四五路,
[00:28:32.730–00:28:33.730] 還有一些,
[00:28:33.730–00:28:34.730] 四五路可以提升一下,
[00:28:34.730–00:28:35.730] 有沒有東西要提升,
[00:28:35.730–00:28:36.730] 其實,
[00:28:36.730–00:28:37.730] 四五路,
[00:28:37.730–00:28:38.730] 有沒有一些策略,
[00:28:38.730–00:28:39.730] 可以幫他們,
[00:28:39.730–00:28:40.730] 即是,
[00:28:40.730–00:28:41.730] 例如中六那些,
[00:28:41.730–00:28:42.730] 回來工作的那些,
[00:28:42.730–00:28:43.730] 還是很乖的那些,
[00:28:43.730–00:28:44.730] 回來做,
[00:28:44.730–00:28:45.730] 回來做,
[00:28:45.730–00:28:46.730] 對,
[00:28:46.730–00:28:47.730] 中六那些,
[00:28:47.730–00:28:48.730] 中六那些,
[00:28:48.730–00:28:49.730] 最後交那份東西的嗎,
[00:28:49.730–00:28:50.730] SBA,
[00:28:50.730–00:28:51.730] SBA,
[00:28:51.730–00:28:52.730] 到最後,
[00:28:52.730–00:28:53.730] 他今天乖不乖,
[00:28:53.730–00:28:54.730] 做得到的,
[00:28:54.730–00:28:55.730] 做得到的,
[00:28:55.730–00:28:56.730] 做得到的,
[00:28:56.730–00:28:57.730] 都做得了,
[00:28:57.730–00:28:58.730] 好些,
[00:28:58.730–00:28:59.730] 沒有什麼難,
[00:28:59.730–00:29:00.730] 不是,
[00:29:00.730–00:29:01.730] 不算賴皮,
[00:29:01.730–00:29:02.730] OK的,
[00:29:02.730–00:29:03.730] 即是,
[00:29:03.730–00:29:04.730] 不需要出一些,
[00:29:04.730–00:29:05.730] 能力就差一點,
[00:29:05.730–00:29:06.730] 能力差一點,
[00:29:06.730–00:29:07.730] 即不是因為難,
[00:29:07.730–00:29:08.730] 是因為能力問題,
[00:29:08.730–00:29:09.730] 不是,
[00:29:09.730–00:29:10.730] 是難,
[00:29:10.730–00:29:11.730] 都是那些,
[00:29:11.730–00:29:12.730] 拖延性,
[00:29:12.730–00:29:13.730] OK,
[00:29:13.730–00:29:14.730] 大家可以想想,
[00:29:14.730–00:29:15.730] 怎樣,
[00:29:15.730–00:29:16.730] 可以怎樣做,
[00:29:16.730–00:29:17.730] 可以幫到他們的,
[00:29:17.730–00:29:20.730] 但又要大家互相提供,
[00:29:20.730–00:29:21.730] 那就,
[00:29:21.730–00:29:22.730] 其他級別,
[00:29:22.730–00:29:23.730] 我想,
[00:29:23.730–00:29:24.730] 如常,
[00:29:24.730–00:29:25.730] 繼續去run,
[00:29:25.730–00:29:26.730] 大家一直有進步過程,
[00:29:26.730–00:29:27.730] 好,
[00:29:27.730–00:29:28.730] 去到第四,
[00:29:28.730–00:29:29.730] 其他事項,
[00:29:29.730–00:29:30.730] 是沒有的,
[00:29:30.730–00:29:31.730] 那,
[00:29:31.730–00:29:32.730] 我覺得,
[00:29:32.730–00:29:33.730] 剛才,
[00:29:33.730–00:29:34.730] 有些特別,
[00:29:34.730–00:29:35.730] 有些要談一談,
[00:29:35.730–00:29:36.730] 提出兩個problem,
[00:29:36.730–00:29:37.730] 我告訴大家,
[00:29:37.730–00:29:38.730] 第一個problem,
[00:29:38.730–00:29:39.730] 是四項,
[00:29:39.730–00:29:40.730] 即是,
[00:29:40.730–00:29:41.730] 我們會在我們科目裡面,
[00:29:41.730–00:29:42.730] 有沒有,
[00:29:42.730–00:29:43.730] 怎樣去處理四項呢,
[00:29:43.730–00:29:44.730] 肯定提了一樣東西,
[00:29:44.730–00:29:45.730] 他說,
[00:29:45.730–00:29:46.730] 例如,
[00:29:46.730–00:29:47.730] 學問時,
[00:29:47.730–00:29:48.730] 幫我們手,
[00:29:48.730–00:29:49.730] 去研究一些課程,
[00:29:49.730–00:29:50.730] 想想,
[00:29:50.730–00:29:51.730] 怎樣做得更好,
[00:29:51.730–00:29:52.730] 那,
[00:29:52.730–00:29:53.730] 他就問,
[00:29:53.730–00:29:54.730] 藝術科,
[00:29:54.730–00:29:55.730] 有沒有這個想法,
[00:29:55.730–00:29:56.730] 想不想,
[00:29:56.730–00:29:57.730] 我們都有些專業的人,
[00:29:57.730–00:29:58.730] 去陪我們,
[00:29:58.730–00:29:59.730] 去做一些計劃,
[00:29:59.730–00:30:00.730] 或者想法,
[00:30:00.730–00:30:01.730] 怎樣去做好這些四項,
[00:30:01.730–00:30:02.730] 他問,
[00:30:02.730–00:30:03.730] 我們有沒有這個資源的,
[00:30:03.730–00:30:04.730] 需要的request,
[00:30:04.730–00:30:05.730] 大家明白嗎,
[00:30:05.730–00:30:06.730] 即是,
[00:30:06.730–00:30:07.730] 例如,
[00:30:07.730–00:30:08.730] 明年,
[00:30:08.730–00:30:09.730] 找個專家來,
[00:30:09.730–00:30:10.730] 跟藝術科,
[00:30:10.730–00:30:11.730] 和我們開會,
[00:30:11.730–00:30:12.730] 去設計一下,
[00:30:12.730–00:30:13.730] 我們的課程,
[00:30:13.730–00:30:14.730] 大家有沒有想,
[00:30:14.730–00:30:15.730] 有這個服務,
[00:30:15.730–00:30:16.730] 有沒有覺得,
[00:30:16.730–00:30:17.730] 我們沒有被提供服務,
[00:30:17.730–00:30:18.730] 很開心,
[00:30:18.730–00:30:19.730] 你音樂科有沒有,
[00:30:19.730–00:30:20.730] 需要嗎,
[00:30:20.730–00:30:21.730] 你音樂科,
[00:30:21.730–00:30:22.730] 需要嗎,
[00:30:22.730–00:30:23.730] 藝術科,
[00:30:23.730–00:30:24.730] 包括音樂科,
[00:30:24.730–00:30:25.730] 和視野科,
[00:30:25.730–00:30:26.730] 有,
[00:30:26.730–00:30:27.730] 我們會一起有,
[00:30:27.730–00:30:28.730] 我們會一起開會,
[00:30:28.730–00:30:29.730] 你嘗試一下,
[00:30:29.730–00:30:30.730] 你覺得需要嗎,
[00:30:30.730–00:30:31.730] 我覺得,
[00:30:31.730–00:30:32.730] 我們其實,
[00:30:32.730–00:30:33.730] 是個很效果的課程,
[00:30:33.730–00:30:34.730] 所以,
[00:30:34.730–00:30:35.730] 其實,
[00:30:35.730–00:30:36.730] 他們一定會幫到我們很多,
[00:30:36.730–00:30:37.730] 我們一向都做到,
[00:30:37.730–00:30:38.730] 自學,
[00:30:38.730–00:30:39.730] 護學,
[00:30:39.730–00:30:40.730] 共學,
[00:30:40.730–00:30:41.730] 這些,
[00:30:41.730–00:30:42.730] 我們一向都在做,
[00:30:42.730–00:30:43.730] 所以,
[00:30:43.730–00:30:44.730] 我們應該自己,
[00:30:44.730–00:30:45.730] 繼續做,
[00:30:45.730–00:30:46.730] 可以了,
[00:30:46.730–00:30:47.730] 是吧,
[00:30:47.730–00:30:48.730] 我也是自己,
[00:30:48.730–00:30:49.730] 兩位同事有沒有其他意見,
[00:30:49.730–00:30:50.730] 三位同事有沒有其他意見,
[00:30:50.730–00:30:51.730] 我覺得不用,
[00:30:51.730–00:30:52.730] 因為音樂科,
[00:30:52.730–00:30:53.730] 一個星期只有一課,
[00:30:53.730–00:30:54.730] 四十分鐘,
[00:30:54.730–00:30:55.730] 其實我覺得小學,
[00:30:55.730–00:30:56.730] 它是一個,
[00:30:56.730–00:30:57.730] 就是,
[00:30:57.730–00:30:58.730] 要是很有連貫性,
[00:30:58.730–00:30:59.730] 才可以做到的東西,
[00:30:59.730–00:31:00.730] 你一課散心心,
[00:31:00.730–00:31:01.730] 其實它都是一個,
[00:31:01.730–00:31:02.730] 開心的,
[00:31:02.730–00:31:03.730] 開心的,
[00:31:03.730–00:31:04.730] 就算了,
[00:31:04.730–00:31:05.730] 對我來說,
[00:31:05.730–00:31:06.730] 它是這樣,
[00:31:06.730–00:31:07.730] 我覺得,
[00:31:07.730–00:31:08.730] 不需要這個專家,
[00:31:08.730–00:31:09.730] 好像,
[00:31:09.730–00:31:10.730] 花點時間,
[00:31:10.730–00:31:11.730] 做很多東西,
[00:31:11.730–00:31:12.730] 我會回想,
[00:31:12.730–00:31:13.730] 例如,
[00:31:13.730–00:31:14.730] 你自學,
[00:31:14.730–00:31:15.730] 其實,
[00:31:15.730–00:31:16.730] 我教你,
[00:31:16.730–00:31:17.730] 你教我,
[00:31:17.730–00:31:18.730] 你出院了,
[00:31:18.730–00:31:19.730] 我講一講,
[00:31:19.730–00:31:20.730] 其實,
[00:31:20.730–00:31:21.730] 我們一向都在做,
[00:31:21.730–00:31:22.730] 我覺得,
[00:31:22.730–00:31:23.730] 我們是practical的東西,
[00:31:23.730–00:31:24.730] 因為,
[00:31:24.730–00:31:25.730] 我們都很practical的東西,
[00:31:25.730–00:31:26.730] 其實,
[00:31:26.730–00:31:27.730] 我們已經在做,
[00:31:27.730–00:31:28.730] 很多東西,
[00:31:28.730–00:31:29.730] 就不是,
[00:31:29.730–00:31:30.730] 知識性不停,
[00:31:30.730–00:31:31.730] 就是老師teacher talk,
[00:31:31.730–00:31:32.730] 我們一向都不會,
[00:31:32.730–00:31:33.730] 只是teacher talk,
[00:31:33.730–00:31:34.730] 一定有practical的東西,
[00:31:34.730–00:31:35.730] 所以,
[00:31:35.730–00:31:36.730] 我覺得,
[00:31:36.730–00:31:37.730] 我們應該,
[00:31:37.730–00:31:38.730] 不用,
[00:31:38.730–00:31:39.730] 有沒有其他,
[00:31:39.730–00:31:40.730] 有其他的想法,
[00:31:40.730–00:31:41.730] 你,
[00:31:41.730–00:31:42.730] 怎樣,
[00:31:42.730–00:31:43.730] 真誠,
[00:31:43.730–00:31:44.730] 想不想,
[00:31:44.730–00:31:45.730] 不用,
[00:31:45.730–00:31:46.730] 暫時,
[00:31:46.730–00:31:47.730] 沒有這個需要,
[00:31:47.730–00:31:48.730] 好,
[00:31:48.730–00:31:49.730] 你到時,
[00:31:49.730–00:31:50.730] 寫回來,
[00:31:50.730–00:31:51.730] 我們大家共同的一些想法,
[00:31:51.730–00:31:52.730] 好,
[00:31:52.730–00:31:53.730] 這是第一個,
[00:31:53.730–00:31:54.730] 第二樣東西,
[00:31:54.730–00:31:55.730] 郭嫻,
[00:31:55.730–00:31:56.730] 我問大家的,
[00:31:56.730–00:31:57.730] 就是AI,
[00:31:57.730–00:31:58.730] 上次,
[00:31:58.730–00:31:59.730] 其實,
[00:31:59.730–00:32:00.730] 都,
[00:32:00.730–00:32:01.730] 你們那些資訊同學,
[00:32:01.730–00:32:02.730] 都有講過,
[00:32:02.730–00:32:03.730] 應該,
[00:32:03.730–00:32:04.730] 拿了資金,
[00:32:04.730–00:32:05.730] 做一些AI的,
[00:32:05.730–00:32:06.730] 就是,
[00:32:06.730–00:32:07.730] 家樂負責的,
[00:32:07.730–00:32:08.730] 其實,
[00:32:08.730–00:32:09.730] 音樂課,
[00:32:09.730–00:32:10.730] 我們會兩兩再,
[00:32:10.730–00:32:11.730] 對,
[00:32:11.730–00:32:12.730] 兩兩再,
[00:32:12.730–00:32:13.730] 我就叫做,
[00:32:13.730–00:32:14.730] 家樂有什麼,
[00:32:14.730–00:32:15.730] 他,
[00:32:15.730–00:32:20.730] 他,
[00:32:20.730–00:32:22.730] 喇叭,
[00:32:22.730–00:32:23.730] 喇叭?
[00:32:23.730–00:32:24.730] 有多麼多,
[00:32:24.730–00:32:25.730] 有多麼多,
[00:32:25.730–00:32:26.730] 很高興,
[00:32:26.730–00:32:27.730] 塊月,
[00:32:27.730–00:32:28.730] 一碗飯,
[00:32:28.730–00:32:29.730] 片,
[00:32:29.730–00:32:30.730] 一個,
[00:32:30.730–00:32:31.730] 一個碗飯,
[00:32:31.730–00:32:32.730] 一個芝士,
[00:32:32.730–00:32:33.730] 一個,
[00:32:33.730–00:32:34.730] 這個,
[00:32:34.730–00:32:35.730] 這個,
[00:32:35.730–00:32:36.730] 一個,
[00:32:36.730–00:32:37.730] 一個碗飯,
[00:32:37.730–00:32:38.730] 一個,
[00:32:38.730–00:32:39.730] 一個桶,
[00:32:39.730–00:32:40.730] 一個,
[00:32:40.730–00:32:41.730] 一個碗飯,
[00:32:41.730–00:32:42.730] 一個碗飯,
[00:32:42.730–00:32:43.730] 一個碗飯,
[00:32:43.730–00:32:50.730] 報告一下,我已經填了給你了,因為我不知道你解釋得了我那一篇文章
[00:32:50.730–00:33:00.730] 其實就是由去年11月到今年11月至1月左右,1月至2月,2月至3月,總共這幾個月
[00:33:00.730–00:33:07.730] 其實就參加了創馬會有一個跟Steam那個program,他就下了來我課堂中四的
[00:33:07.730–00:33:15.730] 他就下了來幾課,他就和學生一起做了一個artwork,就是跟共融有關的
[00:33:15.730–00:33:24.730] 就是他要做一件artwork給一些肢體有殘障的人,用音樂,自己設計一件東西
[00:33:24.730–00:33:29.730] 然後有些音樂發聲,連繫到一些電腦的program,這樣弄了下去的
[00:33:29.730–00:33:37.730] 他們的課堂教了他們,我不知道Steam他們砌了一些東西,有些有些東西出了
[00:33:37.730–00:33:47.730] 有些什麼名字,然後其中有兩組的學生,就被他們選了去一個展覽
[00:33:47.730–00:33:50.730] 1月的時候我病得四四下,我都看不到他們了
[00:33:50.730–00:33:59.730] 然後就展覽,甚至李耀興和雷鴻,對,這個,李耀興和雷鴻就很厲害了
[00:33:59.730–00:34:06.730] 他們就邀請他們去表演做一場show的,就用他們的那件樂器
[00:34:06.730–00:34:07.730] 其實他們的樂器,他們的樂器是他們的樂器,他們的樂器是他們的樂器
[00:34:07.730–00:34:12.730] 當中呢,在1、2月的時候呢,他們都要去訓練,不是亂拍的
[00:34:12.730–00:34:18.730] 他們就要跟他們的導師,跟另外一家學校,怎樣排練
[00:34:18.730–00:34:25.730] 然後做了一場show,這樣,就都,就是整個program,跟Steam有關
[00:34:25.730–00:34:31.730] 就告訴大家聽聽看,對,不過就做不到,做不到的
[00:34:31.730–00:34:36.730] 好,我們也有用到AI,有用到Steam,非常好
[00:34:36.730–00:34:42.730] 但又反過來,他的問題就是,如果陳嘉霖導師想找大家做一些AI的合作
[00:34:42.730–00:34:44.730] 大家又願不願意呢,這樣
[00:34:44.730–00:34:46.730] 我想知道是AI合作,即是怎樣的
[00:34:46.730–00:34:49.730] 沒有的,他跟你問的時候,你才回答他要不要
[00:34:49.730–00:34:50.730] 哦
[00:34:50.730–00:34:51.730] 不知道有什麼合作的
[00:34:51.730–00:34:53.730] 即是他剛剛說有什麼合作
[00:34:53.730–00:34:55.730] 對,那你問一下他,喂,你想做什麼,這樣
[00:34:55.730–00:34:58.730] 因為我也是,他問我,我跟他說,我會兼容什麼
[00:34:58.730–00:35:04.730] 那我先想一想,他也是沒想到的,對,就是他不等我想一想,有什麼可以跟你搞,這樣
[00:35:04.730–00:35:05.730] 所以其實只是你回答一句
[00:35:05.730–00:35:07.730] 願不願意讓他找一找,來跟他談
[00:35:07.730–00:35:11.730] 對,我們就回答了願意的音樂課
[00:35:11.730–00:35:13.730] 試試你應該願不願意讓他找
[00:35:13.730–00:35:15.730] 你談一談,有沒有合作的
[00:35:15.730–00:35:17.730] 好像是談生意的
[00:35:17.730–00:35:19.730] 對,有沒有這些合作的機會,這樣而已
[00:35:19.730–00:35:22.730] 大家有沒有興趣,各級
[00:35:22.730–00:35:24.730] 有什麼可以說的
[00:35:24.730–00:35:26.730] 我再考慮一下,因為我自己很緊張
[00:35:26.730–00:35:28.730] 對,你自己也在玩,對吧,好
[00:35:28.730–00:35:31.730] 其他人呢,你本身是Steam的,你已經
[00:35:31.730–00:35:34.730] 其實創波大步呢,都有
[00:35:35.730–00:35:38.730] 類似的實驗處理中的
[00:35:38.730–00:35:41.730] 譬如一些光學元素,怎樣可以令到它
[00:35:41.730–00:35:44.730] 產生了一個萬花筒的R1出來呢
[00:35:44.730–00:35:47.730] 其實都有類似的東西我們在談
[00:35:47.730–00:35:52.730] 不過那是不是屬於AI和VA的概念呢
[00:35:52.730–00:35:55.730] 因為它屬於光學原理,但是我們都覺得
[00:35:55.730–00:35:57.730] 光學與科學
[00:35:57.730–00:36:02.730] 但是怎樣可以從光學走回幾何的
[00:36:02.730–00:36:05.730] 視力效果出來呢,可不可以有一些
[00:36:05.730–00:36:07.730] 模擬呢
[00:36:07.730–00:36:10.730] 這個我也和TT在談的
[00:36:10.730–00:36:13.730] 有沒有在一些鏡的反射裏面
[00:36:13.730–00:36:15.730] 可以做到一些某些情況
[00:36:15.730–00:36:18.730] 我有個提議,不如你就是負責VA
[00:36:18.730–00:36:21.730] 如果有AI的東西,就找你談吧
[00:36:21.730–00:36:23.730] 談完之後再帶大家一起談一下
[00:36:23.730–00:36:24.730] 可以,可以
[00:36:24.730–00:36:26.730] 好啊,我們兩組都叫有代表
[00:36:26.730–00:36:28.730] 我怎樣都可以,不談的
[00:36:28.730–00:36:30.730] 都可以談就聽吧
[00:36:30.730–00:36:32.730] 聽完合作就一起做吧
[00:36:32.730–00:36:34.730] 不合作就別做了
[00:36:35.730–00:36:38.730] 不是外面的人吧
[00:36:38.730–00:36:40.730] 如果你說兩組都可以
[00:36:40.730–00:36:43.730] 那如果他就聯絡給你一個聯絡人
[00:36:43.730–00:36:45.730] 你想他去找你三個,還是怎樣找他一個
[00:36:45.730–00:36:47.730] 一起談好一點的
[00:36:47.730–00:36:49.730] 好,馬上就三個聯絡
[00:36:49.730–00:36:53.730] 因為始終涉獵高班的層面會好一點
[00:36:53.730–00:36:55.730] 好,那我想三個聯絡交完
[00:36:55.730–00:36:57.730] 你寫我吧,待會
[00:36:57.730–00:36:59.730] 哦,只寫你,好啊好啊
[00:36:59.730–00:37:01.730] 這個我就寫你了
[00:37:01.730–00:37:02.730] 好,搞定
[00:37:02.730–00:37:03.730] 至於是這幾樣東西
[00:37:03.730–00:37:05.730] 好,大家有沒有其他的事情呢
[00:37:05.730–00:37:07.730] 如果有任何事項或者臨時的問題想提出
[00:37:07.730–00:37:08.730] 要不然呢
[00:37:08.730–00:37:10.730] 那大家如果還有對於
[00:37:10.730–00:37:12.730] classing、call、彈藥的意念呢
[00:37:12.730–00:37:13.730] 盡快問我
[00:37:13.730–00:37:15.730] 如果沒有的話,我就會開始打的了
[00:37:15.730–00:37:17.730] 打了出街就不要叫我過來
[00:37:17.730–00:37:19.730] 另外,下次開會都一樣
[00:37:19.730–00:37:20.730] 等學校安排
[00:37:20.730–00:37:22.730] 如果沒有安排我就再跟大家聊一聲
[00:37:22.730–00:37:23.730] 就這樣
[00:37:23.730–00:37:24.730] OK
[00:37:24.730–00:37:25.730] 有沒有其他事情想提出
[00:37:25.730–00:37:26.730] 十秒
[00:37:26.730–00:37:31.760] 多謝
[00:37:31.760–00:37:32.760] 好
[00:37:32.760–00:37:33.760] Karo,我要先幫你做一些主題
[00:37:33.760–00:37:35.760] 好,謝謝

